129.75	44.83	587	2.43	0.8	-3.23	-3.5	-3.66	-4.05	24	0	0
70.75	36.49	195	0.61	-0.75	0.14	0.49	0.69	-0.03	24	0	0
93.47	24.71	52	0.41	-0.85	0.44	0.85	0.38	0.92	26	0	0
128.54	25.85	23	1.93	-0.93	-1.01	0.5	0.89	-0.79	23	0	0
120.86	19.23	31	-2.89	-0.32	3.21	0.2	3.65	1.73	23	0	0
132.83	30.57	13	-0.38	-0.44	0.83	-0.05	0.36	0.25	25	0	0
70.82	36.51	221	-0.17	-2.9	3.07	-0.29	5.26	6.52	23	0	0
129.5	27.92	29	1.07	-1.38	0.31	1.01	-1.17	0.2	24	0	0
70.87	36.59	238	0.74	-0.03	-0.71	-0.37	4.15	0.37	24	0	0
91.73	32.52	23	-0.27	-0.81	1.08	-0.09	0.19	1.32	24	0	0
84.11	42.11	23	4.26	-4.84	0.57	2.6	-1.62	0.58	23	0	0
73.21	38.78	23	-0.43	-2.01	2.45	-1.03	-0.82	0.17	23	0	0
132.75	30.7	12	-1.34	0.27	1.07	0.06	0.46	0.57	23	0	0
121.28	22.76	28	-0.51	3.06	-2.55	0.37	0.47	-0.22	24	0	0
101.68	37.67	14	0.87	-0.17	-0.71	0.02	0.09	0.44	25	0	0
71.42	36.5	98	1.66	-1.69	0.03	0.3	1.07	-2.13	23	0	0
120.87	19.48	34	3.55	0.28	-3.82	-2	-2.67	-2.54	23	0	0
123.38	25.51	201	-3.62	0.21	3.41	-3.01	-1.86	-0.56	24	0	0
107.67	53.04	22	-1.7	0.84	0.86	0.14	0.57	0.78	23	0	0
120.78	19.45	35	1.9	0.16	-2.06	-1.12	-1.97	-1.52	23	0	0
120.43	22.94	17	1.25	-0.48	-0.77	0.74	-4.65	2.07	25	0	0
121.76	23.91	14	1.76	-0.09	-1.67	0.19	0.7	-0.44	23	0	0
120.92	23.07	12	-3.49	1.73	1.76	-0.68	-0.58	-1.93	23	0	0
70.8	36.53	174	0.38	0.17	-0.55	0.8	0.03	-0.37	24	0	0
95.11	31.86	21	-2.14	-0.06	2.2	-0.65	-0.29	1.27	23	0	0
123.35	23.78	29	0.63	-0.54	-0.09	0.42	0.44	-0.21	24	0	0
131.35	31.85	43	4.27	-4.64	0.38	-1.91	2.18	2.52	23	0	0
83.9	36.59	25	-0.46	-1.23	1.69	-0.02	0.27	0.71	23	0	0
120.01	18.31	38	1.32	-0.63	-0.69	-0.8	-0.28	-0.93	24	0	0
129.11	29.76	226	-1.86	-0.29	2.14	0.81	2.86	-0.4	24	0	0
72.62	38.04	24	-0.12	-1.65	1.77	0.11	-0.26	-0.53	24	0	0
126.71	26.81	13	-1.41	1.22	0.19	-0.6	0.35	1.29	23	0	0
122.55	15.35	21	-1.09	0.74	0.35	-0.34	2.15	1.26	23	0	0
121.91	20	15	0.18	2.6	-2.78	1.34	-1.49	-3	23	0	0
70.87	36.12	101	0.55	-0.86	0.32	1.29	-0.18	-0.7	23	0	0
71.16	36.85	82	1.25	-2.05	0.8	0.02	-1.08	0.58	23	0	0
71.04	36.44	211	1.04	-1.11	0.08	0.3	0.2	-0.03	26	0	0
122.16	24.5	67	1.24	1.24	-2.48	0.62	-0.96	-0.75	23	0	0
94.78	23.02	150	2.48	-2.74	0.26	-1.3	-0.57	1.1	26	0	0
130.74	32.77	15	-0.33	2.06	-1.74	0.1	-0.47	1.08	25	0	0
130.74	32.81	19	-0.98	1.73	-0.75	0.29	-0.45	1.23	24	0	0
