129.75	44.83	587	2.43	0.8	-3.23	-3.5	-3.66	-4.05	24	X	Y
93.47	24.71	52	0.41	-0.85	0.44	0.85	0.38	0.92	26	X	Y
120.86	19.23	31	-2.89	-0.32	3.21	0.2	3.65	1.73	23	X	Y
132.83	30.57	13	-0.38	-0.44	0.83	-0.05	0.36	0.25	25	X	Y
129.5	27.92	29	1.07	-1.38	0.31	1.01	-1.17	0.2	24	X	Y
91.73	32.52	23	-0.27	-0.81	1.08	-0.09	0.19	1.32	24	X	Y
84.11	42.11	23	4.26	-4.84	0.57	2.6	-1.62	0.58	23	X	Y
121.28	22.76	28	-0.51	3.06	-2.55	0.37	0.47	-0.22	24	X	Y
101.68	37.67	14	0.87	-0.17	-0.71	0.02	0.09	0.44	25	X	Y
120.87	19.48	34	3.55	0.28	-3.82	-2	-2.67	-2.54	23	X	Y
123.38	25.51	201	-3.62	0.21	3.41	-3.01	-1.86	-0.56	24	X	Y
120.43	22.94	17	1.25	-0.48	-0.77	0.74	-4.65	2.07	25	X	Y
120.92	23.07	12	-3.49	1.73	1.76	-0.68	-0.58	-1.93	23	X	Y
123.35	23.78	29	0.63	-0.54	-0.09	0.42	0.44	-0.21	24	X	Y
131.35	31.85	43	4.27	-4.64	0.38	-1.91	2.18	2.52	23	X	Y
120.01	18.31	38	1.32	-0.63	-0.69	-0.8	-0.28	-0.93	24	X	Y
129.11	29.76	226	-1.86	-0.29	2.14	0.81	2.86	-0.4	24	X	Y
72.62	38.04	24	-0.12	-1.65	1.77	0.11	-0.26	-0.53	24	X	Y
136.45	33.22	19	0.54	-0.31	-0.23	0.56	0.49	-0.26	25	X	Y
121.91	20	15	0.18	2.6	-2.78	1.34	-1.49	-3	23	X	Y
94.78	23.02	150	2.48	-2.74	0.26	-1.3	-0.57	1.1	26	X	Y
130.74	32.77	15	-0.33	2.06	-1.74	0.1	-0.47	1.08	25	X	Y
130.74	32.81	19	-0.98	1.73	-0.75	0.29	-0.45	1.23	24	X	Y
130.77	32.86	27	-2.52	4.29	-1.78	1.7	-1.62	4.06	23	X	Y
130.69	32.71	12	0.01	0.97	-0.98	0.22	-0.12	0.58	25	X	Y
130.77	32.84	13	-1.66	5.06	-3.4	0.38	0.94	0.82	26	X	Y
131.33	33.28	17	-0.45	0.82	-0.37	0.17	0.16	-0.29	24	X	Y
130.68	32.87	19	-0.93	0.78	0.15	-0.2	0.38	0.41	24	X	Y
130.53	32.69	13	-5.71	5.68	0.02	-1.42	1.71	2.15	23	X	Y
131.12	33	13	0.1	2.21	-2.31	0.16	-0.51	0.09	24	X	Y
130.16	26.55	16	-4.34	1.09	3.25	3.15	3.86	2.34	23	X	Y
130.54	32.55	13	0.09	0.91	-1	0.2	-0.28	0.34	24	X	Y
121.03	21.16	17	3.44	1.29	-4.74	0.4	-4.52	-1.29	23	X	Y
121.69	24.17	17	1.22	-1.55	0.33	2.02	0.42	-0.38	24	X	Y
121.77	23.91	31	4.17	-3.12	-1.05	2.35	0.35	-0.85	23	X	Y
121.29	23.27	17	0.65	-1.55	0.9	1.21	-2.08	-2.33	23	X	Y
129.09	31.15	14	-0.9	2.02	-1.12	0.57	0.97	3.3	23	X	Y
129.05	31.14	12	-0.38	0.95	-0.58	0.12	0.67	1.18	24	X	Y
95.12	31.87	17	-1.76	-0.09	1.85	-0.39	-0.4	1.25	24	X	Y
121.93	24.71	12	-4.97	4.44	0.52	2.57	0.44	4.49	24	X	Y
122.05	24.76	12	-3.61	3.01	0.61	0.94	0.11	1.98	24	X	Y
122.12	24.78	12	-3.95	2.84	1.11	2.18	-3.1	2.56	23	X	Y
129.06	31.07	12	-2.34	2.89	-0.55	0.61	2.23	4.57	23	X	Y
99.64	26.07	19	-0.73	-2.72	3.44	-0.16	0.45	-3	23	X	Y
87.62	28.22	12	-0.89	-0.46	1.35	0.44	-0.27	-0.16	24	X	Y
87.6	28.22	12	-0.78	-0.07	0.84	0.1	-0.23	-0.16	24	X	Y
129.09	31.09	14	0.02	2.36	-2.39	-0.59	0.02	3.22	23	X	Y
130.2	26.94	14	-0.68	0.04	0.64	0.13	0.32	0.35	25	X	Y
126.32	24.52	37	-3.35	2.29	1.06	2.32	0.39	0.91	23	X	Y
122.35	25.42	250	-3.7	0.04	3.67	-0.46	2.03	-0.96	25	X	Y
128.18	28.92	199	-0.53	-1.63	2.16	-2.56	-2.13	-0.47	23	X	Y
120.95	16.47	12	0.7	-0.31	-0.4	0.08	-0.33	-0.59	24	X	Y
